symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC280121P00047000,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,17.31,1,P,13.23,12,E,A,2025-11-19T19:03:44.493995409Z,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,2028-01-21,47000,0.5464,-0.392,0.0121,-0.6678,-0.0049,0.2235,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85
BTC251219P00075000,24.7,25.0,24.68,8.0,25.0,2025-08-19T04:00:00Z,70.0,24.738,36.9,13,Z,34.04,20,B, ,2025-11-19T19:00:05.195792414Z,f,24.7,14.0,2025-08-19T14:55:28.79362542Z,W,24.7,25.0,24.68,8.0,25.0,2025-08-19T14:55:00Z,70.0,24.738,2025-12-19,75000,,,,,,,21.4,21.4,21.4,1.0,21.4,2025-08-13T04:00:00Z,10.0,21.4
BTC260618C00059000,4.4,4.4,4.4,1.0,4.4,2025-11-04T05:00:00Z,2.0,4.4,2.72,487,A,1.37,222,A,A,2025-11-19T19:04:52.32203383Z,I,4.34,2.0,2025-11-04T20:36:59.470520755Z,A,4.4,4.4,4.4,1.0,4.4,2025-11-04T20:36:00Z,2.0,4.4,2026-06-18,59000,0.5611,0.2485,0.0188,0.0449,-0.0134,0.095,,,,,,,,
BTC251219P00050000,8.84,8.85,8.45,6.0,8.45,2025-11-17T05:00:00Z,22.0,8.629091,10.77,16,E,9.15,35,B,A,2025-11-19T19:03:51.610782262Z,a,8.84,6.0,2025-11-17T17:36:37.357357336Z,X,8.84,8.85,8.84,3.0,8.85,2025-11-17T17:36:00Z,10.0,8.844,2025-12-19,50000,,,,,,,4.5,4.67,4.5,4.0,4.67,2025-11-10T05:00:00Z,12.0,4.648333
BTC251219C00037000,4.23,4.23,4.23,1.0,4.23,2025-11-19T05:00:00Z,1.0,4.23,5.23,693,X,3.87,20,E, ,2025-11-19T19:04:02.993510046Z,g,4.23,1.0,2025-11-19T16:31:42.914063216Z,C,4.23,4.23,4.23,1.0,4.23,2025-11-19T16:31:00Z,1.0,4.23,2025-12-19,37000,0.7093,0.6679,0.0452,0.0179,-0.0509,0.0411,5.3,5.3,5.3,1.0,5.3,2025-11-18T05:00:00Z,2.0,5.3
BTC260116C00054000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,4.0,0.42,0.82,263,A,0.03,43,B,A,2025-11-19T19:04:56.462022799Z,a,0.42,4.0,2025-11-19T14:35:04.922374863Z,X,0.42,0.42,0.42,1.0,0.42,2025-11-19T14:35:00Z,4.0,0.42,2026-01-16,54000,0.5708,0.1079,0.0207,0.0061,-0.0148,0.0292,0.5,0.5,0.42,3.0,0.42,2025-11-18T05:00:00Z,4.0,0.46
BTC260116P00080000,38.34,38.34,38.34,1.0,38.34,2025-11-17T05:00:00Z,5.0,38.34,41.85,16,X,39.26,20,B, ,2025-11-19T19:00:05.195797141Z,a,38.34,5.0,2025-11-17T15:54:40.603362044Z,X,38.34,38.34,38.34,1.0,38.34,2025-11-17T15:54:00Z,5.0,38.34,2026-01-16,80000,,,,,,,35.6,35.6,35.6,1.0,35.6,2025-11-05T05:00:00Z,4.0,35.6
BTC270115P00025000,2.0,2.0,2.0,1.0,2.0,2025-11-19T05:00:00Z,1.0,2.0,2.38,1,H,0.97,25,E,A,2025-11-19T19:04:32.54100546Z,I,2.0,1.0,2025-11-19T16:13:02.866426563Z,P,2.0,2.0,2.0,1.0,2.0,2025-11-19T16:13:00Z,1.0,2.0,2027-01-15,25000,0.5141,-0.1201,0.0092,-0.0741,-0.0046,0.0849,2.15,2.15,1.5,2.0,1.5,2025-11-17T05:00:00Z,9.0,1.572222
BTC270115P00074000,,,,,,,,,37.42,12,E,32.35,12,E,A,2025-11-19T19:03:39.870972214Z,,,,,,,,,,,,,,2027-01-15,74000,0.6004,-0.7221,0.0132,-0.7328,-0.0041,0.1423,,,,,,,,
BTC251121C00053000,0.12,0.13,0.12,2.0,0.13,2025-11-18T05:00:00Z,4.0,0.1275,0.22,23,U,0.0,0,?,A,2025-11-19T19:01:42.971804058Z,g,0.12,1.0,2025-11-18T18:22:51.453380838Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-18T18:22:00Z,1.0,0.12,2025-11-21,53000,,,,,,,0.25,0.25,0.13,2.0,0.13,2025-11-17T05:00:00Z,2.0,0.19
BTC270115C00039000,21.84,21.84,21.84,1.0,21.84,2025-10-03T04:00:00Z,5.0,21.84,12.74,37,A,8.82,19,U,A,2025-11-19T19:04:41.595189543Z,a,21.84,5.0,2025-10-03T19:52:09.0333835Z,X,21.84,21.84,21.84,1.0,21.84,2025-10-03T19:52:00Z,5.0,21.84,2027-01-15,39000,0.6014,0.6567,0.0144,0.175,-0.0126,0.156,18.59,18.59,18.59,1.0,18.59,2025-09-17T04:00:00Z,5.0,18.59
BTC251121C00051000,0.03,0.03,0.03,2.0,0.03,2025-11-18T05:00:00Z,4.0,0.03,0.38,476,A,0.0,0,?,O,2025-11-19T19:04:02.282204822Z,a,0.03,2.0,2025-11-18T17:44:19.021360232Z,X,0.03,0.03,0.03,1.0,0.03,2025-11-18T17:44:00Z,2.0,0.03,2025-11-21,51000,,,,,,,0.13,0.13,0.05,3.0,0.05,2025-11-17T05:00:00Z,10.0,0.058
BTC251121P00059000,,,,,,,,,19.7,29,X,17.84,51,S, ,2025-11-19T19:04:47.699297992Z,,,,,,,,,,,,,,2025-11-21,59000,,,,,,,,,,,,,,
BTC280121P00061000,,,,,,,,,27.39,1,P,23.45,13,E,A,2025-11-19T19:04:20.02045538Z,,,,,,,,,,,,,,2028-01-21,61000,0.5585,-0.5123,0.0123,-0.9915,-0.0041,0.2319,,,,,,,,
BTC251121C00040000,0.6,0.8,0.15,9.0,0.8,2025-11-19T05:00:00Z,44.0,0.667045,0.87,24,U,0.32,20,U, ,2025-11-19T19:00:27.013199345Z,g,0.6,1.0,2025-11-19T18:46:11.961061652Z,A,0.6,0.6,0.6,1.0,0.6,2025-11-19T18:50:00Z,5.0,0.6,2025-11-21,40000,0.7108,0.4099,0.1872,0.0009,-0.2035,0.0114,1.73,1.73,1.2,5.0,1.29,2025-11-18T05:00:00Z,9.0,1.536667
BTC251219P00070000,20.72,20.72,20.72,1.0,20.72,2025-09-03T04:00:00Z,1.0,20.72,31.38,13,Z,29.17,20,E, ,2025-11-19T19:00:17.215554321Z,n,20.72,1.0,2025-09-03T13:37:24.955741406Z,C,20.72,20.72,20.72,1.0,20.72,2025-09-03T13:37:00Z,1.0,20.72,2025-12-19,70000,,,,,,,,,,,,,,
BTC260116P00072000,,,,,,,,,33.36,15,X,30.36,20,Z, ,2025-11-19T19:02:23.316942435Z,,,,,,,,,,,,,,2026-01-16,72000,,,,,,,,,,,,,,
BTC260320P00071000,,,,,,,,,31.82,20,Z,29.4,21,E,A,2025-11-19T19:03:40.432300498Z,,,,,,,,,,,,,,2026-03-20,71000,,,,,,,,,,,,,,
BTC260320C00068000,2.0,2.0,2.0,1.0,2.0,2025-10-16T04:00:00Z,1.0,2.0,0.82,141,B,0.03,14,E,A,2025-11-19T19:04:18.267756221Z,I,2.0,1.0,2025-10-16T15:43:42.665324873Z,I,2.0,2.0,2.0,1.0,2.0,2025-10-16T15:43:00Z,1.0,2.0,2026-03-20,68000,0.5865,0.08,0.0112,0.0091,-0.0085,0.0338,3.1,3.1,3.1,1.0,3.1,2025-10-10T04:00:00Z,1.0,3.1
BTC260116P00051000,5.85,5.85,5.8,2.0,5.8,2025-10-20T04:00:00Z,2.0,5.825,12.29,73,A,10.73,40,B,A,2025-11-19T19:04:35.688291143Z,a,5.85,1.0,2025-10-20T17:40:08.059358876Z,X,5.85,5.85,5.85,1.0,5.85,2025-10-20T17:40:00Z,1.0,5.85,2026-01-16,51000,0.4458,-0.9066,0.0238,-0.0751,-0.005,0.0263,5.7,5.7,5.7,1.0,5.7,2025-10-14T04:00:00Z,1.0,5.7
BTC280121C00041000,20.0,20.0,20.0,1.0,20.0,2025-10-14T04:00:00Z,1.0,20.0,15.94,13,U,11.47,23,E,A,2025-11-19T19:03:54.015522872Z,I,20.0,1.0,2025-10-14T13:30:13.058081091Z,A,20.0,20.0,20.0,1.0,20.0,2025-10-14T13:30:00Z,1.0,20.0,2028-01-21,41000,0.59,0.6818,0.0104,0.2868,-0.0089,0.2075,,,,,,,,
BTC251121P00047000,6.4,6.69,6.4,2.0,6.69,2025-11-18T05:00:00Z,2.0,6.545,7.91,20,U,5.83,47,C, ,2025-11-19T19:01:42.819113547Z,f,6.4,1.0,2025-11-18T15:39:35.448217513Z,W,6.4,6.4,6.4,1.0,6.4,2025-11-18T15:39:00Z,1.0,6.4,2025-11-21,47000,,,,,,,5.46,5.46,5.04,5.0,5.04,2025-11-17T05:00:00Z,9.0,5.211111
BTC280121C00030000,19.18,20.2,19.18,2.0,20.2,2025-11-17T05:00:00Z,3.0,19.86,20.53,10,U,17.1,17,E,A,2025-11-19T19:04:45.918047401Z,a,19.18,1.0,2025-11-17T18:52:40.165361619Z,X,19.18,19.18,19.18,1.0,19.18,2025-11-17T18:52:00Z,1.0,19.18,2028-01-21,30000,0.645,0.7992,0.0075,0.2764,-0.0078,0.1632,20.0,20.5,20.0,2.0,20.5,2025-11-14T05:00:00Z,5.0,20.3
BTC260320P00058000,,,,,,,,,20.24,37,A,17.01,36,B, ,2025-11-19T19:00:27.013711485Z,,,,,,,,,,,,,,2026-03-20,58000,0.5382,-0.8525,0.0189,-0.1733,-0.0062,0.0524,,,,,,,,
BTC260320P00067000,,,,,,,,,28.43,31,B,25.58,34,A,A,2025-11-19T19:01:04.835219256Z,,,,,,,,,,,,,,2026-03-20,67000,0.538,-0.9349,0.0104,-0.2118,0.0003,0.0288,,,,,,,,
BTC270115P00080000,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,43.43,12,E,38.64,12,E,A,2025-11-19T19:04:49.521048924Z,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,2027-01-15,80000,0.669,-0.7146,0.012,-0.8005,-0.0048,0.1441,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6
BTC260320C00067000,,,,,,,,,0.83,141,B,0.12,15,E,A,2025-11-19T19:04:00.138059531Z,,,,,,,,,,,,,,2026-03-20,67000,0.5887,0.0877,0.0119,0.0099,-0.0091,0.0362,,,,,,,,
BTC251121P00049000,7.1,7.1,7.1,1.0,7.1,2025-11-17T05:00:00Z,1.0,7.1,9.88,20,C,7.88,46,C,A,2025-11-19T19:04:59.635504625Z,j,7.1,1.0,2025-11-17T14:48:04.303575986Z,J,7.1,7.1,7.1,1.0,7.1,2025-11-17T14:48:00Z,1.0,7.1,2025-11-21,49000,,,,,,,6.65,6.65,6.65,1.0,6.65,2025-11-14T05:00:00Z,1.0,6.65
BTC280121C00044000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,14.7,12,A,10.46,1,P,A,2025-11-19T19:04:58.535006767Z,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,2028-01-21,44000,0.5806,0.6495,0.011,0.2835,-0.0091,0.2155,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12
BTC260116C00057000,0.88,0.88,0.88,1.0,0.88,2025-11-11T05:00:00Z,3.0,0.88,0.77,152,A,0.0,0,?, ,2025-11-19T19:00:27.01332025Z,a,0.88,3.0,2025-11-11T17:35:41.324368322Z,X,0.88,0.88,0.88,1.0,0.88,2025-11-11T17:35:00Z,3.0,0.88,2026-01-16,57000,,,,,,,1.45,1.45,1.45,1.0,1.45,2025-10-30T04:00:00Z,165.0,1.45
BTC251121C00064000,0.05,0.05,0.05,1.0,0.05,2025-11-07T05:00:00Z,1.0,0.05,0.73,516,A,0.0,0,?,A,2025-11-19T19:02:27.459594296Z,I,0.05,1.0,2025-11-07T18:00:09.167746624Z,C,0.05,0.05,0.05,1.0,0.05,2025-11-07T18:00:00Z,1.0,0.05,2025-11-21,64000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-04T05:00:00Z,1.0,0.05
BTC260618C00049000,7.5,7.5,7.5,1.0,7.5,2025-10-30T04:00:00Z,5.0,7.5,4.46,336,A,3.07,123,B,A,2025-11-19T19:04:58.642115571Z,I,7.5,5.0,2025-10-30T17:23:20.060964512Z,A,7.5,7.5,7.5,1.0,7.5,2025-10-30T17:23:00Z,5.0,7.5,2026-06-18,49000,0.5514,0.3991,0.0233,0.0693,-0.0164,0.1158,8.96,8.96,8.96,1.0,8.96,2025-10-29T04:00:00Z,1.0,8.96
BTC251121P00050000,9.3,9.3,9.3,1.0,9.3,2025-11-18T05:00:00Z,3.0,9.3,10.93,19,U,8.73,54,S, ,2025-11-19T19:01:42.807625436Z,I,9.15,3.0,2025-11-18T17:07:49.150365607Z,N,9.3,9.3,9.3,1.0,9.3,2025-11-18T17:07:00Z,3.0,9.3,2025-11-21,50000,,,,,,,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,2.0,8.25
BTC260320P00059000,,,,,,,,,20.23,23,U,17.87,60,E,A,2025-11-19T19:03:23.658989938Z,,,,,,,,,,,,,,2026-03-20,59000,0.4176,-0.9332,0.0137,-0.1852,0.0008,0.0294,,,,,,,,
BTC251219P00054000,11.65,11.65,11.54,2.0,11.54,2025-11-14T05:00:00Z,11.0,11.64,14.82,13,E,12.66,27,E, ,2025-11-19T19:00:27.013781351Z,f,11.65,10.0,2025-11-14T16:40:33.544455445Z,W,11.65,11.65,11.65,1.0,11.65,2025-11-14T16:40:00Z,10.0,11.65,2025-12-19,54000,,,,,,,8.0,8.0,8.0,1.0,8.0,2025-11-03T05:00:00Z,1.0,8.0
BTC260618C00043000,7.16,7.16,7.16,1.0,7.16,2025-11-14T05:00:00Z,5.0,7.16,6.41,625,X,3.42,622,A, ,2025-11-19T19:02:05.740690058Z,a,7.16,5.0,2025-11-14T16:24:18.204368419Z,X,7.16,7.16,7.16,1.0,7.16,2025-11-14T16:24:00Z,5.0,7.16,2026-06-18,43000,0.4995,0.5081,0.0266,0.0875,-0.0157,0.1197,,,,,,,,
BTC260320P00053000,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,14.83,71,C,12.47,49,E,A,2025-11-19T19:04:57.87066955Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,2026-03-20,53000,0.4426,-0.8365,0.0245,-0.1547,-0.0054,0.0561,,,,,,,,
BTC270115P00050000,11.84,11.84,11.84,1.0,11.84,2025-11-06T05:00:00Z,1.0,11.84,15.95,13,U,12.65,21,A, ,2025-11-19T19:00:27.012923967Z,g,11.84,1.0,2025-11-06T15:20:15.288428062Z,C,11.84,11.84,11.84,1.0,11.84,2025-11-06T15:20:00Z,1.0,11.84,2027-01-15,50000,0.5086,-0.5343,0.0184,-0.4091,-0.0068,0.1686,11.9,11.9,11.9,1.0,11.9,2025-11-04T05:00:00Z,1.0,11.9
BTC280121P00070000,,,,,,,,,35.24,8,E,30.24,15,S,A,2025-11-19T19:03:49.297869309Z,,,,,,,,,,,,,,2028-01-21,70000,0.5759,-0.5662,0.0117,-1.1967,-0.0034,0.2288,,,,,,,,
BTC270115C00025000,19.4,19.4,19.4,1.0,19.4,2025-11-18T05:00:00Z,1.0,19.4,18.9,13,B,17.22,21,E,A,2025-11-19T19:04:22.976365435Z,a,19.4,1.0,2025-11-18T15:21:58.458365963Z,X,19.4,19.4,19.4,1.0,19.4,2025-11-18T15:21:00Z,1.0,19.4,2027-01-15,25000,0.6186,0.8597,0.0085,0.1834,-0.0084,0.0946,19.5,19.5,19.5,1.0,19.5,2025-11-17T05:00:00Z,1.0,19.5
BTC280121P00041000,8.97,8.97,8.97,1.0,8.97,2025-11-04T05:00:00Z,1.0,8.97,13.56,12,N,9.08,20,A,A,2025-11-19T19:04:59.477147189Z,g,8.97,1.0,2025-11-04T14:39:41.379171968Z,A,8.97,8.97,8.97,1.0,8.97,2025-11-04T14:39:00Z,1.0,8.97,2028-01-21,41000,0.5373,-0.3308,0.0116,-0.5295,-0.005,0.2108,8.84,8.84,8.84,1.0,8.84,2025-10-27T04:00:00Z,1.0,8.84
BTC280121P00054000,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,22.58,10,E,17.8,12,U,A,2025-11-19T19:04:19.753163326Z,I,16.5,1.0,2025-10-31T14:46:58.343014302Z,I,16.5,16.6,15.9,6.0,15.9,2025-10-31T14:46:00Z,6.0,16.15,2028-01-21,54000,0.5529,-0.4562,0.0123,-0.8297,-0.0046,0.2306,14.55,14.55,14.55,1.0,14.55,2025-10-10T04:00:00Z,5.0,14.55
BTC251219P00020000,0.05,0.05,0.05,1.0,0.05,2025-09-23T04:00:00Z,1.0,0.05,0.57,265,A,0.0,0,?,A,2025-11-19T19:00:27.013966162Z,I,0.05,1.0,2025-09-23T13:33:19.41161011Z,I,0.05,0.05,0.05,1.0,0.05,2025-09-23T13:33:00Z,1.0,0.05,2025-12-19,20000,,,,,,,0.07,0.07,0.07,1.0,0.07,2025-09-22T04:00:00Z,1.0,0.07
BTC280121C00065000,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,4.0,8.25,10.03,8,E,4.96,15,A,A,2025-11-19T19:04:36.27294971Z,a,8.25,4.0,2025-11-17T15:20:45.129368923Z,X,8.25,8.25,8.25,1.0,8.25,2025-11-17T15:20:00Z,4.0,8.25,2028-01-21,65000,0.5631,0.46,0.0121,0.2316,-0.0092,0.2309,10.5,10.5,10.5,1.0,10.5,2025-11-04T05:00:00Z,1.0,10.5
BTC260320P00070000,27.1,27.1,27.1,1.0,27.1,2025-11-14T05:00:00Z,5.0,27.1,31.28,19,Z,28.45,20,Z, ,2025-11-19T18:53:04.30027193Z,a,27.1,5.0,2025-11-14T17:15:27.150361791Z,X,27.1,27.1,27.1,1.0,27.1,2025-11-14T17:15:00Z,5.0,27.1,2026-03-20,70000,0.5311,-0.9535,0.0081,-0.2237,0.0022,0.0221,22.85,22.85,22.85,1.0,22.85,2025-10-30T04:00:00Z,5.0,22.85
BTC270115C00035000,13.4,13.4,13.4,1.0,13.4,2025-11-17T05:00:00Z,3.0,13.4,14.25,12,A,10.87,9,E,A,2025-11-19T19:04:57.70907836Z,I,13.4,3.0,2025-11-17T16:01:27.499487413Z,I,13.4,13.4,13.4,1.0,13.4,2025-11-17T16:01:00Z,3.0,13.4,2027-01-15,35000,0.6087,0.7163,0.0131,0.1816,-0.0119,0.1437,14.25,14.25,14.25,1.0,14.25,2025-11-14T05:00:00Z,2.0,14.25
BTC270115P00037000,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,8.89,19,A,4.62,26,A,A,2025-11-19T19:04:57.404452447Z,a,6.0,1.0,2025-11-17T18:45:38.545362401Z,X,6.0,6.0,6.0,1.0,6.0,2025-11-17T18:45:00Z,1.0,6.0,2027-01-15,37000,0.5407,-0.319,0.0156,-0.2237,-0.0079,0.1515,4.84,4.84,4.84,1.0,4.84,2025-11-07T05:00:00Z,1.0,4.84
BTC251121C00046000,0.13,0.13,0.13,1.0,0.13,2025-11-18T05:00:00Z,1.0,0.13,0.77,575,A,0.0,0,?,A,2025-11-19T19:01:45.105276266Z,g,0.13,1.0,2025-11-18T19:32:33.538457673Z,C,0.13,0.13,0.13,1.0,0.13,2025-11-18T19:32:00Z,1.0,0.13,2025-11-21,46000,,,,,,,0.03,0.1,0.03,29.0,0.08,2025-11-17T05:00:00Z,128.0,0.051641
BTC260320C00052000,1.5,1.5,1.5,1.0,1.5,2025-11-19T05:00:00Z,1.0,1.5,2.02,240,A,0.48,682,X,A,2025-11-19T19:04:01.610026695Z,I,1.5,1.0,2025-11-19T17:37:44.04206604Z,A,1.5,1.5,1.5,1.0,1.5,2025-11-19T17:37:00Z,1.0,1.5,2026-03-20,52000,0.4986,0.2196,0.0261,0.0246,-0.0146,0.0672,2.25,2.25,2.25,1.0,2.25,2025-11-14T05:00:00Z,5.0,2.25
BTC270115C00020000,22.0,22.0,22.0,1.0,22.0,2025-11-19T05:00:00Z,10.0,22.0,23.55,12,E,20.44,13,E, ,2025-11-19T19:00:27.013179195Z,I,22.0,10.0,2025-11-19T17:33:25.200813538Z,U,22.0,22.0,22.0,1.0,22.0,2025-11-19T17:33:00Z,10.0,22.0,2027-01-15,20000,0.6934,0.9096,0.0055,0.1607,-0.007,0.0692,27.0,27.0,27.0,1.0,27.0,2025-11-06T05:00:00Z,1.0,27.0
BTC251219C00063000,1.39,1.39,1.39,1.0,1.39,2025-10-10T04:00:00Z,1.0,1.39,0.73,488,A,0.07,1,U,A,2025-11-19T19:01:45.452589179Z,a,1.39,1.0,2025-10-10T18:52:05.546368928Z,X,1.39,1.39,1.39,1.0,1.39,2025-10-10T18:52:00Z,1.0,1.39,2025-12-19,63000,,,,,,,2.17,2.17,2.17,1.0,2.17,2025-10-08T04:00:00Z,1.0,2.17
BTC260116C00047000,1.49,1.49,1.49,1.0,1.49,2025-11-18T05:00:00Z,1.0,1.49,1.58,286,E,0.87,20,U,A,2025-11-19T19:03:44.687058531Z,a,1.47,1.0,2025-11-18T16:34:06.344811068Z,E,1.49,1.49,1.49,1.0,1.49,2025-11-18T16:34:00Z,1.0,1.49,2026-01-16,47000,0.5569,0.2583,0.0369,0.0142,-0.0254,0.0508,1.7,1.9,1.7,5.0,1.9,2025-11-14T05:00:00Z,22.0,1.835
BTC251219C00073000,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.73,308,A,0.0,0,?,A,2025-11-19T19:00:44.169643149Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,2025-12-19,73000,,,,,,,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3
BTC270115C00050000,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,7.99,34,A,4.96,19,U,A,2025-11-19T19:04:10.995962187Z,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,2027-01-15,50000,0.553,0.4867,0.017,0.1472,-0.0123,0.1692,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383
BTC260116P00053000,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,13.9,20,M,12.13,35,B,A,2025-11-19T19:02:23.27448067Z,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,2026-01-16,53000,,,,,,,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95
BTC251219P00062000,11.65,11.65,11.65,1.0,11.65,2025-08-14T04:00:00Z,1.0,11.65,24.41,15,Z,21.02,21,E,A,2025-11-19T19:04:46.465251189Z,f,11.65,1.0,2025-08-14T14:19:00.805209005Z,M,11.65,11.65,11.65,1.0,11.65,2025-08-14T14:19:00Z,1.0,11.65,2025-12-19,62000,1.0127,-0.9192,0.0131,-0.0485,-0.0222,0.0169,,,,,,,,
BTC251121P00053000,12.2,12.2,12.2,1.0,12.2,2025-11-18T05:00:00Z,5.0,12.2,14.12,40,Z,11.98,51,S,A,2025-11-19T19:04:46.831895288Z,e,12.2,5.0,2025-11-18T15:46:39.936811097Z,B,12.2,12.2,12.2,1.0,12.2,2025-11-18T15:46:00Z,5.0,12.2,2025-11-21,53000,,,,,,,7.5,7.5,7.5,1.0,7.5,2025-11-12T05:00:00Z,2.0,7.5
BTC270115C00036000,,,,,,,,,13.45,12,E,8.97,14,A,A,2025-11-19T19:05:00.200636526Z,,,,,,,,,,,,,,2027-01-15,36000,0.5471,0.6979,0.015,0.1888,-0.0111,0.148,,,,,,,,
BTC260320C00061000,3.0,3.0,3.0,1.0,3.0,2025-10-23T04:00:00Z,1.0,3.0,1.17,244,A,0.42,17,E,A,2025-11-19T19:04:59.32494954Z,I,3.02,1.0,2025-10-23T16:40:53.182666268Z,P,3.0,3.0,3.0,1.0,3.0,2025-10-23T16:40:00Z,1.0,3.0,2026-03-20,61000,0.5814,0.1365,0.0166,0.0152,-0.0124,0.0497,4.95,4.95,4.95,1.0,4.95,2025-10-09T04:00:00Z,1.0,4.95
BTC251219P00057000,,,,,,,,,18.54,15,Z,15.71,20,Z, ,2025-11-19T18:52:53.695861114Z,,,,,,,,,,,,,,2025-12-19,57000,,,,,,,,,,,,,,
BTC260116P00068000,,,,,,,,,29.95,10,I,26.46,20,B, ,2025-11-19T18:57:26.599778774Z,,,,,,,,,,,,,,2026-01-16,68000,0.6427,-0.9757,0.0056,-0.106,0.0022,0.009,,,,,,,,
BTC260116P00057000,11.0,11.0,10.9,2.0,10.9,2025-11-03T05:00:00Z,2.0,10.95,17.92,33,X,16.34,27,E, ,2025-11-19T19:00:27.013881175Z,I,11.0,1.0,2025-11-03T16:14:13.447833335Z,N,11.0,11.0,10.9,2.0,10.9,2025-11-03T16:14:00Z,2.0,10.95,2026-01-16,57000,,,,,,,,,,,,,,
BTC251219P00058000,,,,,,,,,20.4,17,Z,16.56,20,Z,A,2025-11-19T18:43:25.771542822Z,,,,,,,,,,,,,,2025-12-19,58000,0.7245,-0.9586,0.0108,-0.0463,-0.006,0.01,,,,,,,,
BTC251219P00025000,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.77,286,A,0.0,0,?, ,2025-11-19T19:00:27.012784188Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,2025-12-19,25000,,,,,,,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49
BTC260116P00075000,22.0,22.0,22.0,1.0,22.0,2025-10-03T04:00:00Z,3.0,22.0,36.82,16,X,33.04,20,B, ,2025-11-19T19:00:05.195792038Z,I,22.0,3.0,2025-10-03T13:31:33.570626847Z,I,22.0,22.0,22.0,1.0,22.0,2025-10-03T13:31:00Z,3.0,22.0,2026-01-16,75000,,,,,,,24.95,24.95,24.95,2.0,24.95,2025-09-08T04:00:00Z,3.0,24.95
