symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251219C00020000,28.0,28.0,28.0,1.0,28.0,2025-10-22T04:00:00Z,1.0,28.0,21.67,248,X,18.64,20,B, ,2025-11-19T19:11:13.707971053Z,I,28.0,1.0,2025-10-22T14:49:04.497323929Z,H,28.0,28.0,28.0,1.0,28.0,2025-10-22T14:49:00Z,1.0,28.0,2025-12-19,20000,,,,,,,,,,,,,,
BTC251121C00052000,0.05,0.05,0.02,2.0,0.02,2025-11-18T05:00:00Z,3.0,0.04,0.07,8,U,0.0,0,?,A,2025-11-19T17:38:02.5298678Z,I,0.03,2.0,2025-11-18T17:27:16.241750322Z,A,0.05,0.05,0.05,1.0,0.05,2025-11-18T17:27:00Z,2.0,0.05,2025-11-21,52000,0.02,0.05,0.02,2.0,0.05,2025-11-17T05:00:00Z,2.0,0.035,,,,,,
BTC260116C00050000,0.68,0.75,0.6,8.0,0.75,2025-11-19T05:00:00Z,146.0,0.726096,0.92,11,E,0.63,35,I, ,2025-11-19T19:11:12.02903613Z,a,0.68,6.0,2025-11-19T18:17:45.733345676Z,B,0.68,0.7,0.68,4.0,0.7,2025-11-19T18:17:00Z,15.0,0.684,2026-01-16,50000,0.87,0.95,0.6,12.0,0.85,2025-11-18T05:00:00Z,31.0,0.864839,0.562,0.179,0.0296,0.01,-0.0206,0.0411
BTC270115C00059000,,,,,,,,,6.37,13,E,2.52,19,A,A,2025-11-19T19:11:13.707434755Z,,,,,,,,,,,,,,2027-01-15,59000,,,,,,,,,0.5461,0.373,0.0163,0.1187,-0.0114,0.1605
BTC251219P00048000,4.4,4.4,4.4,1.0,4.4,2025-11-05T05:00:00Z,1.0,4.4,9.14,24,U,7.18,47,C,A,2025-11-19T19:10:26.114120834Z,g,4.4,1.0,2025-11-05T17:00:36.894509636Z,A,4.4,4.4,4.4,1.0,4.4,2025-11-05T17:00:00Z,1.0,4.4,2025-12-19,48000,4.67,4.67,4.2,2.0,4.2,2025-11-04T05:00:00Z,2.0,4.435,,,,,,
BTC270115C00067000,,,,,,,,,6.02,29,A,1.22,11,E,A,2025-11-19T19:11:14.211555882Z,,,,,,,,,,,,,,2027-01-15,67000,,,,,,,,,0.5703,0.3113,0.0146,0.1001,-0.0109,0.1499
BTC260320C00047000,2.45,2.45,2.45,1.0,2.45,2025-11-19T05:00:00Z,2.0,2.45,2.83,64,A,2.17,16,E,A,2025-11-19T19:11:13.707435958Z,a,2.45,2.0,2025-11-19T17:29:38.073696064Z,E,2.45,2.45,2.45,1.0,2.45,2025-11-19T17:29:00Z,2.0,2.45,2026-03-20,47000,2.6,3.8,2.6,11.0,3.8,2025-11-17T05:00:00Z,28.0,3.2,0.5375,0.3553,0.0305,0.0382,-0.02,0.0846
BTC260116P00066000,,,,,,,,,27.51,20,B,24.51,20,B, ,2025-11-19T19:01:56.185885644Z,,,,,,,,,,,,,,2026-01-16,66000,,,,,,,,,,,,,,
BTC251219P00050000,8.84,8.85,8.45,6.0,8.45,2025-11-17T05:00:00Z,22.0,8.629091,10.87,16,E,9.05,35,B,A,2025-11-19T19:10:55.101606397Z,a,8.84,6.0,2025-11-17T17:36:37.357357336Z,X,8.84,8.85,8.84,3.0,8.85,2025-11-17T17:36:00Z,10.0,8.844,2025-12-19,50000,4.5,4.67,4.5,4.0,4.67,2025-11-10T05:00:00Z,12.0,4.648333,,,,,,
BTC260320P00074000,,,,,,,,,35.25,16,Z,32.84,14,Z,A,2025-11-19T18:59:14.543817934Z,,,,,,,,,,,,,,2026-03-20,74000,,,,,,,,,0.6521,-0.9271,0.0094,-0.2341,-0.0011,0.0315
BTC260618P00040000,5.8,6.04,5.8,2.0,6.04,2025-11-19T05:00:00Z,11.0,5.821818,6.41,26,U,5.69,202,X, ,2025-11-19T19:09:05.762690287Z,I,5.8,10.0,2025-11-19T18:41:18.756856963Z,T,5.8,5.8,5.8,1.0,5.8,2025-11-19T18:41:00Z,10.0,5.8,2026-06-18,40000,5.15,5.15,5.12,2.0,5.12,2025-11-17T05:00:00Z,6.0,5.145,0.5231,-0.4139,0.0248,-0.1293,-0.0122,0.1168
BTC260320C00059000,3.3,3.3,3.3,1.0,3.3,2025-10-16T04:00:00Z,1.0,3.3,1.23,231,A,0.48,23,U,A,2025-11-19T19:11:13.70784215Z,I,3.3,1.0,2025-10-16T16:00:57.061771548Z,P,3.3,3.3,3.3,1.0,3.3,2025-10-16T16:00:00Z,1.0,3.3,2026-03-20,59000,6.75,6.75,6.35,2.0,6.35,2025-10-06T04:00:00Z,3.0,6.483333,0.5624,0.1485,0.0181,0.0166,-0.0127,0.0526
BTC260320C00075000,0.35,0.35,0.35,1.0,0.35,2025-11-14T05:00:00Z,1.0,0.35,0.63,285,A,0.0,0,?,A,2025-11-19T19:09:05.41171818Z,a,0.35,1.0,2025-11-14T18:12:42.905371449Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-14T18:12:00Z,1.0,0.35,2026-03-20,75000,1.6,1.6,1.6,1.0,1.6,2025-10-21T04:00:00Z,1.0,1.6,,,,,,
BTC260320C00053000,1.8,1.8,1.8,1.0,1.8,2025-11-18T05:00:00Z,5.0,1.8,1.92,251,A,1.17,17,U,A,2025-11-19T19:11:13.485100403Z,f,1.8,5.0,2025-11-18T18:29:02.518903821Z,M,1.8,1.8,1.8,1.0,1.8,2025-11-18T18:29:00Z,5.0,1.8,2026-03-20,53000,2.01,2.01,2.01,1.0,2.01,2025-11-17T05:00:00Z,1.0,2.01,0.5633,0.2389,0.0242,0.0261,-0.0172,0.0704
BTC251121C00064000,0.05,0.05,0.05,1.0,0.05,2025-11-07T05:00:00Z,1.0,0.05,0.73,517,A,0.0,0,?,A,2025-11-19T19:09:05.438100591Z,I,0.05,1.0,2025-11-07T18:00:09.167746624Z,C,0.05,0.05,0.05,1.0,0.05,2025-11-07T18:00:00Z,1.0,0.05,2025-11-21,64000,0.05,0.05,0.05,1.0,0.05,2025-11-04T05:00:00Z,1.0,0.05,,,,,,
BTC280121C00039000,19.9,19.9,19.5,6.0,19.9,2025-11-03T05:00:00Z,6.0,19.666667,16.58,13,U,12.45,23,E,A,2025-11-19T19:11:13.707785272Z,I,19.9,1.0,2025-11-03T15:56:09.958676743Z,N,19.9,19.9,19.5,3.0,19.5,2025-11-03T15:56:00Z,3.0,19.666667,2028-01-21,39000,20.8,21.0,20.8,4.0,21.0,2025-09-22T04:00:00Z,4.0,20.885,0.5979,0.7035,0.0099,0.2874,-0.0088,0.2011
BTC251219P00041000,3.3,3.3,2.62,4.0,2.62,2025-11-19T05:00:00Z,12.0,3.076667,3.38,26,U,2.76,188,A,A,2025-11-19T19:11:18.757269733Z,I,3.3,4.0,2025-11-19T18:49:08.443902395Z,U,3.3,3.3,3.3,1.0,3.3,2025-11-19T18:49:00Z,4.0,3.3,2025-12-19,41000,2.27,2.58,2.1,8.0,2.58,2025-11-18T05:00:00Z,40.0,2.3525,0.4982,-0.5704,0.0697,-0.021,-0.0341,0.0444
BTC251219P00074000,,,,,,,,,35.9,20,B,32.21,20,B,A,2025-11-19T19:10:47.270687736Z,,,,,,,,,,,,,,2025-12-19,74000,,,,,,,,,,,,,,
BTC270115P00074000,,,,,,,,,37.66,12,E,32.35,13,E,A,2025-11-19T19:10:14.670827777Z,,,,,,,,,,,,,,2027-01-15,74000,,,,,,,,,0.6078,-0.7173,0.0131,-0.7318,-0.0043,0.1434
BTC251219P00047000,7.52,7.52,7.52,1.0,7.52,2025-11-19T05:00:00Z,1.0,7.52,8.38,74,A,7.42,38,B,A,2025-11-19T19:10:56.132733777Z,f,7.52,1.0,2025-11-19T18:03:22.153256047Z,M,7.52,7.52,7.52,1.0,7.52,2025-11-19T18:03:00Z,1.0,7.52,2025-12-19,47000,6.5,7.2,6.5,2.0,7.2,2025-11-18T05:00:00Z,11.0,7.136364,0.5575,-0.8406,0.0385,-0.0337,-0.0211,0.0274
BTC260320P00052000,7.3,7.3,6.6,4.0,7.18,2025-10-13T04:00:00Z,23.0,7.217391,14.06,76,A,11.37,51,E,A,2025-11-19T19:11:18.745964212Z,g,7.3,10.0,2025-10-13T15:57:47.551149567Z,C,7.3,7.3,7.3,1.0,7.3,2025-10-13T15:57:00Z,10.0,7.3,2026-03-20,52000,5.98,5.98,5.85,3.0,5.85,2025-10-09T04:00:00Z,23.0,5.923478,0.4294,-0.8272,0.0262,-0.1503,-0.0055,0.0581
BTC260116C00065000,0.25,0.25,0.25,1.0,0.25,2025-11-17T05:00:00Z,1.0,0.25,0.33,19,S,0.0,0,?, ,2025-11-19T19:00:52.003087033Z,I,0.25,1.0,2025-11-17T16:04:42.347792484Z,E,0.25,0.25,0.25,1.0,0.25,2025-11-17T16:04:00Z,1.0,0.25,2026-01-16,65000,0.19,0.19,0.19,1.0,0.19,2025-11-14T05:00:00Z,10.0,0.19,,,,,,
BTC260320P00042000,5.76,5.76,5.64,2.0,5.64,2025-11-19T05:00:00Z,2.0,5.7,6.26,23,U,4.73,695,X, ,2025-11-19T19:09:05.699218774Z,a,5.76,1.0,2025-11-19T15:58:10.882297916Z,B,5.76,5.76,5.76,1.0,5.76,2025-11-19T15:58:00Z,1.0,5.76,2026-03-20,42000,5.07,5.07,5.07,1.0,5.07,2025-11-18T05:00:00Z,2.0,5.07,0.4757,-0.5185,0.0369,-0.086,-0.0151,0.0905
BTC251219P00057000,,,,,,,,,18.54,15,Z,15.71,20,Z, ,2025-11-19T18:52:53.695861114Z,,,,,,,,,,,,,,2025-12-19,57000,,,,,,,,,,,,,,
BTC260320P00070000,27.1,27.1,27.1,1.0,27.1,2025-11-14T05:00:00Z,5.0,27.1,31.28,19,Z,28.45,20,Z, ,2025-11-19T18:53:04.30027193Z,a,27.1,5.0,2025-11-14T17:15:27.150361791Z,X,27.1,27.1,27.1,1.0,27.1,2025-11-14T17:15:00Z,5.0,27.1,2026-03-20,70000,22.85,22.85,22.85,1.0,22.85,2025-10-30T04:00:00Z,5.0,22.85,0.5222,-0.9569,0.0077,-0.2241,0.0026,0.0208
BTC260320C00060000,0.8,0.89,0.8,2.0,0.89,2025-11-19T05:00:00Z,105.0,0.885714,1.02,27,M,0.68,1,U, ,2025-11-19T19:01:45.36922372Z,I,0.8,5.0,2025-11-19T16:27:45.972750175Z,U,0.8,0.8,0.8,1.0,0.8,2025-11-19T16:27:00Z,5.0,0.8,2026-03-20,60000,1.04,1.06,0.9,6.0,0.98,2025-11-17T05:00:00Z,6.0,0.986667,0.5773,0.1451,0.0174,0.0162,-0.0129,0.0518
BTC251219P00072000,,,,,,,,,33.6,13,Z,31.37,20,B,A,2025-11-19T19:10:41.999008773Z,,,,,,,,,,,,,,2025-12-19,72000,,,,,,,,,,,,,,
BTC280121P00048000,13.6,13.6,13.6,1.0,13.6,2025-10-22T04:00:00Z,2.0,13.6,18.07,4,A,13.53,13,E,A,2025-11-19T19:11:13.486152024Z,I,13.6,2.0,2025-10-22T16:06:50.110911821Z,I,13.6,13.6,13.6,1.0,13.6,2025-10-22T16:06:00Z,2.0,13.6,2028-01-21,48000,,,,,,,,,0.5403,-0.4047,0.0123,-0.6901,-0.0048,0.2253
BTC270115C00041000,9.77,9.77,9.77,1.0,9.77,2025-11-18T05:00:00Z,1.0,9.77,10.04,14,U,8.67,16,E,A,2025-11-19T19:11:13.707920997Z,a,9.77,1.0,2025-11-18T14:58:44.522367684Z,X,9.77,9.77,9.77,1.0,9.77,2025-11-18T14:58:00Z,1.0,9.77,2027-01-15,41000,15.55,15.55,15.55,1.0,15.55,2025-10-17T04:00:00Z,2.0,15.55,0.5601,0.6192,0.016,0.1742,-0.0122,0.1616
BTC251121C00051000,0.03,0.03,0.03,2.0,0.03,2025-11-18T05:00:00Z,4.0,0.03,0.38,476,A,0.0,0,?,O,2025-11-19T19:04:02.282204822Z,a,0.03,2.0,2025-11-18T17:44:19.021360232Z,X,0.03,0.03,0.03,1.0,0.03,2025-11-18T17:44:00Z,2.0,0.03,2025-11-21,51000,0.13,0.13,0.05,3.0,0.05,2025-11-17T05:00:00Z,10.0,0.058,,,,,,
BTC260116C00070000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,5.0,0.42,0.77,590,A,0.08,2,P,A,2025-11-19T19:09:05.382197348Z,f,0.42,5.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,5.0,0.42,2026-01-16,70000,0.2,0.2,0.2,1.0,0.2,2025-11-14T05:00:00Z,2.0,0.2,0.889,0.0772,0.0104,0.0042,-0.0177,0.0227
BTC260320P00061000,,,,,,,,,21.91,16,E,20.08,31,B,A,2025-11-19T19:11:01.553433093Z,,,,,,,,,,,,,,2026-03-20,61000,,,,,,,,,0.4262,-0.9455,0.0114,-0.1932,0.0017,0.0251
BTC251219C00036000,19.16,19.16,19.16,1.0,19.16,2025-08-13T04:00:00Z,3.0,19.16,6.08,653,X,4.54,23,U, ,2025-11-19T19:11:13.707174187Z,a,19.16,3.0,2025-08-13T17:27:52.895386662Z,I,19.16,19.16,19.16,1.0,19.16,2025-08-13T17:27:00Z,3.0,19.16,2025-12-19,36000,12.85,12.85,12.85,1.0,12.85,2025-05-08T04:00:00Z,2.0,12.85,0.7506,0.7077,0.0405,0.0186,-0.051,0.0388
BTC260116P00080000,38.34,38.34,38.34,1.0,38.34,2025-11-17T05:00:00Z,5.0,38.34,41.85,16,X,39.26,20,B, ,2025-11-19T19:00:05.195797141Z,a,38.34,5.0,2025-11-17T15:54:40.603362044Z,X,38.34,38.34,38.34,1.0,38.34,2025-11-17T15:54:00Z,5.0,38.34,2026-01-16,80000,35.6,35.6,35.6,1.0,35.6,2025-11-05T05:00:00Z,4.0,35.6,,,,,,
BTC270115C00038000,,,,,,,,,12.8,42,A,8.47,17,A,A,2025-11-19T19:11:18.8131579Z,,,,,,,,,,,,,,2027-01-15,38000,,,,,,,,,0.5672,0.667,0.0151,0.1812,-0.0118,0.1541
BTC280121C00059000,,,,,,,,,10.88,18,B,6.55,14,E,A,2025-11-19T19:10:56.074996215Z,,,,,,,,,,,,,,2028-01-21,59000,,,,,,,,,0.57,0.5102,0.012,0.2479,-0.0094,0.2318
BTC270115C00056000,10.6,10.6,10.6,1.0,10.6,2025-10-29T04:00:00Z,1.0,10.6,6.92,34,A,2.98,33,A,A,2025-11-19T19:11:06.630953924Z,I,10.6,1.0,2025-10-29T13:30:00.774962454Z,X,10.6,10.6,10.6,1.0,10.6,2025-10-29T13:30:00Z,1.0,10.6,2027-01-15,56000,10.2,10.2,10.2,1.0,10.2,2025-10-27T04:00:00Z,1.0,10.2,0.543,0.4052,0.0168,0.1275,-0.0116,0.1644
BTC251219P00043000,4.2,4.2,3.73,4.0,3.73,2025-11-19T05:00:00Z,4.0,3.9025,4.77,14,U,4.059,250,A,A,2025-11-19T19:11:13.707434755Z,a,4.2,1.0,2025-11-19T15:56:41.073370187Z,M,4.2,4.2,4.2,1.0,4.2,2025-11-19T15:56:00Z,1.0,4.2,2025-12-19,43000,3.72,3.72,3.72,1.0,3.72,2025-11-18T05:00:00Z,1.0,3.72,0.4921,-0.6981,0.0627,-0.0263,-0.0289,0.0394
BTC270115P00054000,,,,,,,,,18.99,13,E,15.68,16,A, ,2025-11-19T19:00:27.015675345Z,,,,,,,,,,,,,,2027-01-15,54000,,,,,,,,,0.515,-0.5863,0.0178,-0.4678,-0.0062,0.1652
BTC251121P00042000,2.41,2.41,2.41,1.0,2.41,2025-11-19T05:00:00Z,1.0,2.41,2.92,35,C,2.42,32,C,A,2025-11-19T19:11:13.707956166Z,a,2.41,1.0,2025-11-19T16:24:54.866794898Z,C,2.41,2.41,2.41,1.0,2.41,2025-11-19T16:24:00Z,1.0,2.41,2025-11-21,42000,1.15,1.8,1.15,6.0,1.8,2025-11-18T05:00:00Z,58.0,1.716552,0.7056,-0.8797,0.0973,-0.002,-0.0991,0.0058
BTC270115P00064000,,,,,,,,,27.19,21,E,23.87,14,U,A,2025-11-19T19:10:56.679892801Z,,,,,,,,,,,,,,2027-01-15,64000,,,,,,,,,0.5345,-0.6862,0.0156,-0.6081,-0.0045,0.1504
BTC260320C00040000,5.31,5.5,5.31,3.0,5.5,2025-11-19T05:00:00Z,11.0,5.392727,5.33,256,A,3.23,666,A,A,2025-11-19T19:11:13.708242832Z,f,5.31,2.0,2025-11-19T16:34:16.555808759Z,I,5.31,5.31,5.31,1.0,5.31,2025-11-19T16:34:00Z,2.0,5.31,2026-03-20,40000,5.82,5.82,5.82,1.0,5.82,2025-11-18T05:00:00Z,1.0,5.82,0.4767,0.5525,0.0365,0.0581,-0.0195,0.0898
BTC251219P00035000,0.66,0.72,0.66,3.0,0.72,2025-11-18T05:00:00Z,10.0,0.69,1.02,26,U,0.42,256,A,A,2025-11-19T19:11:13.706808072Z,g,0.66,3.0,2025-11-18T18:15:49.499949175Z,A,0.66,0.66,0.66,2.0,0.66,2025-11-18T18:15:00Z,5.0,0.66,2025-12-19,35000,0.72,0.78,0.54,5.0,0.6,2025-11-17T05:00:00Z,10.0,0.623,0.547,-0.1947,0.0445,-0.0069,-0.0275,0.0311
BTC260116P00074000,,,,,,,,,35.74,15,Z,32.42,20,E,A,2025-11-19T19:11:13.707812249Z,,,,,,,,,,,,,,2026-01-16,74000,,,,,,,,,,,,,,
BTC270115P00047000,,,,,,,,,14.15,11,S,9.96,17,S,A,2025-11-19T19:00:41.560379644Z,,,,,,,,,,,,,,2027-01-15,47000,,,,,,,,,0.4976,-0.4941,0.0189,-0.3647,-0.007,0.1692
BTC260320P00058000,,,,,,,,,20.24,37,A,17.01,36,B, ,2025-11-19T19:00:27.013711485Z,,,,,,,,,,,,,,2026-03-20,58000,,,,,,,,,0.5349,-0.8547,0.0188,-0.1735,-0.006,0.0518
BTC260618C00053000,3.64,3.64,3.64,1.0,3.64,2025-11-14T05:00:00Z,5.0,3.64,3.58,510,A,2.16,208,A,A,2025-11-19T19:10:12.562863791Z,g,3.64,5.0,2025-11-14T19:06:10.698141855Z,C,3.64,3.64,3.64,1.0,3.64,2025-11-14T19:06:00Z,5.0,3.64,2026-06-18,53000,,,,,,,,,0.5492,0.3273,0.0219,0.058,-0.0151,0.1082
BTC280121P00063000,,,,,,,,,29.29,9,E,25.07,12,U,A,2025-11-19T19:10:43.009116151Z,,,,,,,,,,,,,,2028-01-21,63000,,,,,,,,,0.569,-0.5216,0.012,-1.0374,-0.004,0.2316
BTC251219P00045000,5.8,5.9,5.8,7.0,5.9,2025-11-19T05:00:00Z,28.0,5.871429,6.38,48,A,5.7,184,A,A,2025-11-19T19:11:01.16017555Z,I,5.8,1.0,2025-11-19T16:42:35.688919312Z,U,5.8,5.8,5.8,6.0,5.8,2025-11-19T16:42:00Z,8.0,5.8,2025-12-19,45000,4.41,5.1,4.41,4.0,5.1,2025-11-18T05:00:00Z,4.0,4.755,0.5057,-0.7924,0.0501,-0.0307,-0.0232,0.0324
BTC260618P00053000,,,,,,,,,15.61,63,A,13.07,52,A,A,2025-11-19T19:11:05.300594702Z,,,,,,,,,,,,,,2026-06-18,53000,,,,,,,,,0.4567,-0.7309,0.0241,-0.2495,-0.0063,0.099
BTC251121P00059000,,,,,,,,,19.75,33,S,18.04,51,S,A,2025-11-19T19:11:05.349089092Z,,,,,,,,,,,,,,2025-11-21,59000,,,,,,,,,,,,,,
BTC260618C00046000,,,,,,,,,5.24,367,X,4.13,13,E,A,2025-11-19T19:10:49.659711396Z,,,,,,,,,,,,,,2026-06-18,46000,,,,,,,,,0.5617,0.4616,0.0236,0.0782,-0.0172,0.1191
BTC270115C00060000,5.1,5.1,5.05,2.0,5.05,2025-11-18T05:00:00Z,2.0,5.075,6.21,42,A,3.42,23,A,A,2025-11-19T19:11:13.708763197Z,a,5.1,1.0,2025-11-18T16:44:11.742369211Z,X,5.1,5.1,5.05,2.0,5.05,2025-11-18T16:44:00Z,2.0,5.075,2027-01-15,60000,5.13,5.4,5.05,3.0,5.4,2025-11-14T05:00:00Z,3.0,5.193333,0.5798,0.3832,0.0155,0.1191,-0.0121,0.1619
BTC260320P00055000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,16.79,49,E,14.37,70,A,A,2025-11-19T19:11:13.706900339Z,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,2026-03-20,55000,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2,0.4679,-0.8537,0.0216,-0.1633,-0.0049,0.0521
BTC270115P00065000,18.53,18.53,18.53,1.0,18.53,2025-10-10T04:00:00Z,1.0,18.53,28.32,20,A,25.51,16,E,A,2025-11-19T19:11:01.869967265Z,f,18.53,1.0,2025-10-10T15:31:47.560211828Z,W,18.53,18.53,18.53,1.0,18.53,2025-10-10T15:31:00Z,1.0,18.53,2027-01-15,65000,21.8,22.1,21.8,8.0,22.03,2025-07-07T04:00:00Z,150.0,21.925733,0.5716,-0.6701,0.0149,-0.6168,-0.0053,0.1536
BTC260618P00070000,,,,,,,,,31.37,34,C,29.05,32,B,A,2025-11-19T19:11:13.708759122Z,,,,,,,,,,,,,,2026-06-18,70000,,,,,,,,,0.5805,-0.8486,0.0135,-0.3681,-0.0032,0.0703
BTC251121C00038000,,,,,,,,,3.18,713,X,1.43,176,E, ,2025-11-19T19:11:15.051893776Z,,,,,,,,,,,,,,2025-11-21,38000,,,,,,,,,1.2851,0.6704,0.0965,0.0013,-0.3422,0.0106
BTC251219C00037000,4.23,4.23,4.23,1.0,4.23,2025-11-19T05:00:00Z,1.0,4.23,5.13,694,X,3.78,21,E, ,2025-11-19T19:11:13.707058545Z,g,4.23,1.0,2025-11-19T16:31:42.914063216Z,C,4.23,4.23,4.23,1.0,4.23,2025-11-19T16:31:00Z,1.0,4.23,2025-12-19,37000,5.3,5.3,5.3,1.0,5.3,2025-11-18T05:00:00Z,2.0,5.3,0.6895,0.6694,0.0465,0.018,-0.0495,0.041
BTC260618P00060000,21.3,21.3,21.3,1.0,21.3,2025-11-19T05:00:00Z,2.0,21.3,23.14,72,C,19.47,63,A, ,2025-11-19T19:11:13.708022574Z,I,21.3,2.0,2025-11-19T17:37:39.813320246Z,I,21.3,21.3,21.3,1.0,21.3,2025-11-19T17:37:00Z,2.0,21.3,2026-06-18,60000,18.5,18.5,18.48,5.0,18.48,2025-11-14T05:00:00Z,68.0,18.491471,0.5727,-0.7569,0.0182,-0.2957,-0.0075,0.0939
BTC270115P00040000,7.38,7.38,7.38,1.0,7.38,2025-11-17T05:00:00Z,1.0,7.38,9.28,28,A,6.72,17,U,A,2025-11-19T19:11:13.708757774Z,f,7.38,1.0,2025-11-17T17:03:17.032475353Z,M,7.38,7.38,7.38,1.0,7.38,2025-11-17T17:03:00Z,1.0,7.38,2027-01-15,40000,6.25,6.25,6.25,1.0,6.25,2025-11-04T05:00:00Z,1.0,6.25,0.5153,-0.373,0.0173,-0.2626,-0.0076,0.1605
BTC260116P00073000,,,,,,,,,35.23,14,X,31.75,20,Z, ,2025-11-19T19:11:13.708162677Z,,,,,,,,,,,,,,2026-01-16,73000,,,,,,,,,,,,,,
BTC280121P00043000,10.75,10.75,10.75,1.0,10.75,2025-11-04T05:00:00Z,1.0,10.75,14.79,5,A,10.69,13,E,A,2025-11-19T19:11:18.36056415Z,f,10.75,1.0,2025-11-04T19:04:30.563671391Z,I,10.75,10.75,10.75,1.0,10.75,2025-11-04T19:04:00Z,1.0,10.75,2028-01-21,43000,,,,,,,,,0.5467,-0.3504,0.0117,-0.577,-0.005,0.2154
BTC260116P00047000,6.9,7.38,6.9,3.0,7.38,2025-11-18T05:00:00Z,3.0,7.08,8.82,41,M,6.82,47,E,A,2025-11-19T19:10:34.491766642Z,f,6.9,1.0,2025-11-18T18:01:59.32504872Z,N,6.9,6.96,6.9,2.0,6.96,2025-11-18T18:01:00Z,2.0,6.93,2026-01-16,47000,6.1,6.1,6.1,1.0,6.1,2025-11-14T05:00:00Z,1.0,6.1,0.4113,-0.8289,0.0393,-0.0644,-0.0098,0.0399
BTC260320P00051000,6.7,6.7,6.0,3.0,6.0,2025-10-13T04:00:00Z,13.0,6.646154,13.24,43,A,10.84,47,B,A,2025-11-19T19:10:31.464432821Z,g,6.7,10.0,2025-10-13T15:57:47.551149567Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-13T15:57:00Z,10.0,6.7,2026-03-20,51000,5.5,5.5,5.5,1.0,5.5,2025-10-09T04:00:00Z,13.0,5.5,0.4588,-0.7861,0.028,-0.1427,-0.008,0.0662
BTC270115C00080000,2.55,2.55,2.4,2.0,2.4,2025-11-18T05:00:00Z,30.0,2.53,3.96,40,A,1.98,18,U,A,2025-11-19T19:11:13.707936325Z,a,2.55,26.0,2025-11-18T16:28:55.484373135Z,X,2.55,2.55,2.4,2.0,2.4,2025-11-18T16:28:00Z,30.0,2.53,2027-01-15,80000,2.5,2.5,2.5,2.0,2.5,2025-11-17T05:00:00Z,3.0,2.5,0.6216,0.2534,0.0121,0.0812,-0.0107,0.1357
BTC251219C00028000,,,,,,,,,13.5,385,A,11.42,42,X, ,2025-11-19T19:11:13.707133713Z,,,,,,,,,,,,,,2025-12-19,28000,,,,,,,,,1.1985,0.8807,0.0147,0.0183,-0.0474,0.0225
BTC260618P00055000,,,,,,,,,17.54,77,A,15.03,47,A,A,2025-11-19T19:10:59.883398153Z,,,,,,,,,,,,,,2026-06-18,55000,,,,,,,,,0.4874,-0.7435,0.022,-0.2636,-0.0065,0.0966
BTC260618C00065000,,,,,,,,,3.32,637,X,0.07,1149,A,A,2025-11-19T19:11:13.70784215Z,,,,,,,,,,,,,,2026-06-18,65000,,,,,,,,,0.5986,0.2053,0.0158,0.037,-0.0127,0.0853
BTC270115C00043000,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,10.98,24,A,6.63,14,B,A,2025-11-19T19:00:26.975935785Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,2027-01-15,43000,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,0.5696,0.5912,0.0161,0.1678,-0.0125,0.1647
BTC270115P00035000,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,6.47,19,U,4.05,19,A, ,2025-11-19T19:00:27.012923967Z,I,4.9,1.0,2025-11-18T19:49:41.362137657Z,P,4.9,4.9,4.9,1.0,4.9,2025-11-18T19:49:00Z,1.0,4.9,2027-01-15,35000,5.1,5.1,5.1,1.0,5.1,2025-11-17T05:00:00Z,1.0,5.1,0.5067,-0.286,0.0158,-0.1912,-0.0071,0.1442
