symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260116P00049000,8.53,8.59,8.53,2.0,8.59,2025-11-18T05:00:00Z,2.0,8.56,10.19,25,M,8.44,52,A,A,2025-11-19T19:10:52.501617909Z,f,8.53,1.0,2025-11-18T18:03:58.524181861Z,N,8.53,8.59,8.53,2.0,8.59,2025-11-18T18:03:00Z,2.0,8.56,2026-01-16,49000,7.18,7.18,7.18,1.0,7.18,2025-11-14T05:00:00Z,1.0,7.18,0.2818,-0.9657,0.0172,-0.0753,0.0022,0.012
BTC260116C00020000,21.1,21.1,21.1,1.0,21.1,2025-11-19T05:00:00Z,2.0,21.1,20.7,318,X,19.54,16,U, ,2025-11-19T19:11:13.707872175Z,I,21.1,2.0,2025-11-19T17:10:24.858003488Z,T,21.1,21.1,21.1,1.0,21.1,2025-11-19T17:10:00Z,2.0,21.1,2026-01-16,20000,30.2,30.2,30.2,1.0,30.2,2025-09-22T04:00:00Z,1.0,30.2,,,,,,
BTC260618C00035000,9.44,9.6,9.44,2.0,9.6,2025-11-19T05:00:00Z,2.0,9.52,10.14,626,X,8.93,23,U, ,2025-11-19T19:11:13.708012854Z,a,9.44,1.0,2025-11-19T16:17:50.429922358Z,J,9.44,9.44,9.44,1.0,9.44,2025-11-19T16:17:00Z,1.0,9.44,2026-06-18,35000,10.56,10.56,10.25,2.0,10.25,2025-11-18T05:00:00Z,5.0,10.374,0.5986,0.7044,0.0192,0.1055,-0.0165,0.1036
BTC270115P00042000,7.2,7.25,7.18,6.0,7.25,2025-10-21T04:00:00Z,76.0,7.191711,10.64,12,E,6.87,15,S,A,2025-11-19T19:10:27.606201533Z,f,7.2,5.0,2025-10-21T17:18:17.629279339Z,I,7.2,7.2,7.18,4.0,7.2,2025-10-21T17:18:00Z,40.0,7.183,2027-01-15,42000,8.23,8.23,8.23,1.0,8.23,2025-10-17T04:00:00Z,5.0,8.23,0.4902,-0.4128,0.0187,-0.2895,-0.0072,0.1651
BTC270115P00080000,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,42.84,13,E,38.44,13,E, ,2025-11-19T19:11:13.708197181Z,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,2027-01-15,80000,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6,0.6401,-0.734,0.0121,-0.8046,-0.0039,0.1392
BTC251219P00060000,12.5,12.5,12.5,1.0,12.5,2025-10-21T04:00:00Z,1.0,12.5,22.25,15,Z,18.7,21,E,A,2025-11-19T19:10:02.508847144Z,g,12.5,1.0,2025-10-21T13:40:03.531830166Z,C,12.5,12.5,12.5,1.0,12.5,2025-10-21T13:40:00Z,1.0,12.5,2025-12-19,60000,13.0,13.0,13.0,1.0,13.0,2025-10-16T04:00:00Z,1.0,13.0,0.7556,-0.9651,0.009,-0.0481,-0.0046,0.0087
BTC270115P00025000,2.0,2.0,2.0,1.0,2.0,2025-11-19T05:00:00Z,1.0,2.0,2.42,1,H,0.93,25,S, ,2025-11-19T19:06:14.287166922Z,I,2.0,1.0,2025-11-19T16:13:02.866426563Z,P,2.0,2.0,2.0,1.0,2.0,2025-11-19T16:13:00Z,1.0,2.0,2027-01-15,25000,2.15,2.15,1.5,2.0,1.5,2025-11-17T05:00:00Z,9.0,1.572222,0.5138,-0.1202,0.0092,-0.0742,-0.0046,0.0849
BTC270115C00063000,,,,,,,,,6.37,24,S,1.67,11,E,A,2025-11-19T19:11:10.976074794Z,,,,,,,,,,,,,,2027-01-15,63000,,,,,,,,,0.56,0.3409,0.0154,0.109,-0.0112,0.1555
BTC270115P00052000,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,17.52,13,E,13.78,19,A, ,2025-11-19T19:00:27.015675345Z,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,2027-01-15,52000,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73,0.5027,-0.5663,0.0185,-0.4392,-0.0063,0.1668
BTC260618C00057000,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,2.99,307,A,0.22,1053,A,A,2025-11-19T19:10:51.44719172Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,2026-06-18,57000,,,,,,,,,0.4861,0.2256,0.0206,0.0421,-0.0111,0.0901
BTC260320P00060000,12.6,12.6,12.6,1.0,12.6,2025-09-25T04:00:00Z,1.0,12.6,21.39,15,U,19.52,38,A,A,2025-11-19T19:11:13.707851908Z,I,12.64,1.0,2025-09-25T13:30:00.72274144Z,X,12.6,12.6,12.6,1.0,12.6,2025-09-25T13:30:00Z,1.0,12.6,2026-03-20,60000,12.23,12.23,12.23,2.0,12.23,2025-09-22T04:00:00Z,34.0,12.23,0.5369,-0.8773,0.0167,-0.1825,-0.0045,0.0461
BTC280121C00075000,6.64,6.64,6.64,1.0,6.64,2025-11-17T05:00:00Z,1.0,6.64,8.15,27,X,3.98,20,A, ,2025-11-19T19:11:18.919882277Z,a,6.64,1.0,2025-11-17T15:19:02.728366159Z,X,6.64,6.64,6.64,1.0,6.64,2025-11-17T15:19:00Z,1.0,6.64,2028-01-21,75000,8.45,8.45,8.45,1.0,8.45,2025-11-12T05:00:00Z,3.0,8.45,0.5638,0.3928,0.0117,0.2048,-0.0088,0.2235
BTC251219P00049000,5.42,5.42,5.42,1.0,5.42,2025-11-13T05:00:00Z,1.0,5.42,10.2,18,E,8.119,35,B, ,2025-11-19T19:10:16.150224144Z,g,5.42,1.0,2025-11-13T18:48:52.572333284Z,C,5.42,5.42,5.42,1.0,5.42,2025-11-13T18:48:00Z,1.0,5.42,2025-12-19,49000,4.2,4.5,4.2,2.0,4.5,2025-11-11T05:00:00Z,15.0,4.3,,,,,,
BTC260320P00048000,6.35,6.35,6.35,1.0,6.35,2025-11-04T05:00:00Z,3.0,6.35,10.44,14,M,8.79,701,X, ,2025-11-19T19:11:13.707014981Z,g,6.35,3.0,2025-11-04T17:36:47.000441825Z,C,6.35,6.35,6.35,1.0,6.35,2025-11-04T17:36:00Z,3.0,6.35,2026-03-20,48000,6.2,6.2,6.2,1.0,6.2,2025-10-16T04:00:00Z,1.0,6.2,0.4619,-0.7115,0.0326,-0.1249,-0.0108,0.0775
BTC260320P00035000,2.37,2.37,2.37,1.0,2.37,2025-11-19T05:00:00Z,1.0,2.37,2.71,20,U,2.37,13,E,A,2025-11-19T19:10:27.544859315Z,g,2.37,1.0,2025-11-19T17:04:56.089725315Z,C,2.37,2.37,2.37,1.0,2.37,2025-11-19T17:04:00Z,1.0,2.37,2026-03-20,35000,2.1,2.1,2.1,1.0,2.1,2025-11-18T05:00:00Z,5.0,2.1,0.5409,-0.281,0.0274,-0.0452,-0.0157,0.0766
BTC260320C00025000,,,,,,,,,16.98,389,A,14.62,123,X,A,2025-11-19T19:11:13.708127949Z,,,,,,,,,,,,,,2026-03-20,25000,,,,,,,,,0.777,0.8982,0.0101,0.0651,-0.015,0.0404
BTC251121P00044000,3.1,3.73,3.1,3.0,3.73,2025-11-19T05:00:00Z,3.0,3.476667,4.82,19,U,3.18,85,C,A,2025-11-19T19:11:14.549948015Z,I,3.22,1.0,2025-11-19T18:25:37.678038322Z,E,3.1,3.1,3.1,1.0,3.1,2025-11-19T18:25:00Z,1.0,3.1,2025-11-21,44000,2.78,3.48,2.7,4.0,3.48,2025-11-18T05:00:00Z,4.0,3.1075,,,,,,
BTC251219P00037000,1.45,1.45,1.45,1.0,1.45,2025-11-19T05:00:00Z,1.0,1.45,1.52,19,C,1.23,26,A,A,2025-11-19T19:11:13.707144846Z,I,1.42,1.0,2025-11-19T14:47:43.30954156Z,J,1.45,1.45,1.45,1.0,1.45,2025-11-19T14:47:00Z,1.0,1.45,2025-12-19,37000,1.0,1.0,1.0,1.0,1.0,2025-11-18T05:00:00Z,1.0,1.0,0.5609,-0.3093,0.0556,-0.0112,-0.0358,0.0399
BTC260618P00044000,7.82,7.82,7.82,1.0,7.82,2025-11-18T05:00:00Z,1.0,7.82,8.64,17,U,6.99,611,X,A,2025-11-19T19:10:14.275114245Z,g,7.82,1.0,2025-11-18T15:01:13.453261957Z,A,7.82,7.82,7.82,1.0,7.82,2025-11-18T15:01:00Z,1.0,7.82,2026-06-18,44000,6.25,6.25,6.25,1.0,6.25,2025-11-07T05:00:00Z,2.0,6.25,0.4682,-0.5275,0.0283,-0.1654,-0.0103,0.1193
BTC251219C00061000,1.2,1.2,1.2,1.0,1.2,2025-10-23T04:00:00Z,10.0,1.2,0.73,504,A,0.0,0,?,A,2025-11-19T19:09:05.407733073Z,I,1.03,10.0,2025-10-23T19:22:16.022192992Z,B,1.2,1.2,1.2,1.0,1.2,2025-10-23T19:22:00Z,10.0,1.2,2025-12-19,61000,1.1,1.1,1.05,2.0,1.05,2025-10-20T04:00:00Z,2.0,1.075,,,,,,
BTC260618P00050000,8.32,8.32,8.32,1.0,8.32,2025-11-03T05:00:00Z,1.0,8.32,13.44,21,A,10.74,359,X,A,2025-11-19T19:11:06.424040699Z,g,8.32,1.0,2025-11-03T15:56:57.37451759Z,A,8.32,8.32,8.32,1.0,8.32,2025-11-03T15:56:00Z,1.0,8.32,2026-06-18,50000,8.86,8.86,8.86,1.0,8.86,2025-10-23T04:00:00Z,1.0,8.86,0.4685,-0.6655,0.0259,-0.2216,-0.0082,0.1092
BTC260320C00067000,,,,,,,,,0.87,141,B,0.08,15,E,A,2025-11-19T19:10:57.697211037Z,,,,,,,,,,,,,,2026-03-20,67000,,,,,,,,,0.5892,0.0877,0.0119,0.0099,-0.0091,0.0362
BTC260618P00042000,7.09,7.09,7.09,1.0,7.09,2025-11-19T05:00:00Z,1.0,7.09,9.07,577,X,5.85,566,X, ,2025-11-19T19:01:42.771369439Z,g,7.09,1.0,2025-11-19T18:14:44.831107005Z,C,7.09,7.09,7.09,1.0,7.09,2025-11-19T18:14:00Z,1.0,7.09,2026-06-18,42000,,,,,,,,,0.5436,-0.4576,0.0243,-0.1475,-0.0127,0.119
BTC251219C00065000,0.1,0.1,0.03,2.0,0.03,2025-11-17T05:00:00Z,4.0,0.0825,0.73,300,A,0.0,0,?,A,2025-11-19T19:00:38.947026226Z,a,0.1,3.0,2025-11-17T20:30:40.641358222Z,X,0.1,0.1,0.1,1.0,0.1,2025-11-17T20:30:00Z,3.0,0.1,2025-12-19,65000,0.08,0.08,0.08,1.0,0.08,2025-11-13T05:00:00Z,1.0,0.08,,,,,,
BTC251121C00044000,0.04,0.05,0.04,2.0,0.05,2025-11-19T05:00:00Z,33.0,0.049091,0.17,27,M,0.0,0,?, ,2025-11-19T19:09:05.787854065Z,a,0.04,3.0,2025-11-19T15:54:10.074297788Z,J,0.04,0.04,0.04,1.0,0.04,2025-11-19T15:54:00Z,3.0,0.04,2025-11-21,44000,0.05,0.05,0.05,1.0,0.05,2025-11-18T05:00:00Z,3.0,0.05,,,,,,
BTC260116C00040000,3.3,4.3,3.3,11.0,4.3,2025-11-19T05:00:00Z,31.0,3.41871,3.28,12,M,3.02,14,U, ,2025-11-19T19:11:17.990591838Z,I,3.3,4.0,2025-11-19T17:40:51.981673513Z,A,3.3,3.3,3.3,1.0,3.3,2025-11-19T17:40:00Z,4.0,3.3,2026-01-16,40000,4.22,4.35,3.3,10.0,3.3,2025-11-18T05:00:00Z,43.0,3.911395,0.5257,0.5267,0.0482,0.028,-0.0302,0.0626
BTC251219C00067000,,,,,,,,,0.73,316,A,0.0,0,?,A,2025-11-19T19:00:40.071054893Z,,,,,,,,,,,,,,2025-12-19,67000,,,,,,,,,,,,,,
BTC260618P00047000,8.98,8.98,8.98,1.0,8.98,2025-11-14T05:00:00Z,5.0,8.98,11.01,139,B,9.18,381,C,A,2025-11-19T19:11:13.707571776Z,g,8.98,5.0,2025-11-14T19:06:10.698141855Z,C,8.98,8.98,8.98,1.0,8.98,2025-11-14T19:06:00Z,5.0,8.98,2026-06-18,47000,,,,,,,,,0.4881,-0.5906,0.0265,-0.193,-0.0101,0.1165
BTC260618P00025000,,,,,,,,,1.47,10,U,0.72,131,B, ,2025-11-19T19:11:13.70778934Z,,,,,,,,,,,,,,2026-06-18,25000,,,,,,,,,0.6062,-0.1027,0.0098,-0.0297,-0.0072,0.0537
BTC270115P00048000,,,,,,,,,14.51,13,E,10.98,15,U,A,2025-11-19T19:11:19.487354738Z,,,,,,,,,,,,,,2027-01-15,48000,,,,,,,,,0.4984,-0.5095,0.0189,-0.3797,-0.0069,0.1691
BTC251121P00063000,,,,,,,,,23.58,80,B,21.67,43,X, ,2025-11-19T19:07:28.140045521Z,,,,,,,,,,,,,,2025-11-21,63000,,,,,,,,,,,,,,
BTC260116P00035000,1.35,1.35,1.2,2.0,1.2,2025-11-19T05:00:00Z,3.0,1.25,1.63,17,U,1.37,26,E,A,2025-11-19T19:10:54.530454398Z,I,1.37,1.0,2025-11-19T17:25:13.250244107Z,T,1.35,1.35,1.35,1.0,1.35,2025-11-19T17:25:00Z,1.0,1.35,2026-01-16,35000,1.15,1.3,1.15,3.0,1.3,2025-11-18T05:00:00Z,9.0,1.188889,0.5648,-0.2512,0.0359,-0.0181,-0.0232,0.0501
BTC251121C00065000,0.28,0.42,0.25,5.0,0.27,2025-10-21T04:00:00Z,8.0,0.30125,0.43,484,A,0.0,0,?,A,2025-11-19T19:09:05.446851314Z,a,0.28,4.0,2025-10-21T18:32:01.216032851Z,M,0.28,0.28,0.28,1.0,0.28,2025-10-21T18:32:00Z,4.0,0.28,2025-11-21,65000,0.25,0.25,0.25,1.0,0.25,2025-10-16T04:00:00Z,5.0,0.25,,,,,,
BTC260116C00053000,0.65,0.65,0.65,2.0,0.65,2025-11-17T05:00:00Z,14.0,0.65,0.87,297,A,0.12,25,U,A,2025-11-19T19:11:13.707440959Z,a,0.65,1.0,2025-11-17T20:05:46.624332355Z,B,0.65,0.65,0.65,1.0,0.65,2025-11-17T20:05:00Z,1.0,0.65,2026-01-16,53000,0.77,0.77,0.77,2.0,0.77,2025-11-14T05:00:00Z,19.0,0.77,0.5695,0.1228,0.0227,0.0069,-0.0162,0.032
BTC270115P00070000,20.97,20.97,20.97,1.0,20.97,2025-10-06T04:00:00Z,1.0,20.97,32.78,11,U,28.86,16,E,A,2025-11-19T19:10:41.641647291Z,g,20.97,1.0,2025-10-06T16:43:07.871746488Z,C,20.97,20.97,20.97,1.0,20.97,2025-10-06T16:43:00Z,1.0,20.97,2027-01-15,70000,22.1,22.1,22.1,1.0,22.1,2025-08-14T04:00:00Z,1.0,22.1,0.5533,-0.7256,0.0142,-0.6872,-0.0036,0.1414
BTC251121P00054000,6.3,6.3,6.3,1.0,6.3,2025-10-23T04:00:00Z,1.0,6.3,15.04,28,C,12.85,51,S, ,2025-11-19T19:11:09.777037217Z,f,6.3,1.0,2025-10-23T17:25:21.368112763Z,I,6.3,6.3,6.3,1.0,6.3,2025-10-23T17:25:00Z,1.0,6.3,2025-11-21,54000,5.85,5.85,5.85,1.0,5.85,2025-10-16T04:00:00Z,1.0,5.85,,,,,,
BTC251121C00047000,0.05,0.05,0.05,3.0,0.05,2025-11-19T05:00:00Z,4.0,0.05,0.08,5,I,0.0,0,?, ,2025-11-19T19:06:17.638880049Z,I,0.03,1.0,2025-11-19T16:57:37.510454296Z,Q,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:57:00Z,1.0,0.05,2025-11-21,47000,0.02,0.05,0.02,2.0,0.05,2025-11-18T05:00:00Z,8.0,0.03875,,,,,,
BTC251121C00060000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,0.03,2,J,0.0,0,?, ,2025-11-19T16:23:24.024180862Z,g,0.03,1.0,2025-11-19T18:41:52.504118725Z,M,0.05,0.05,0.05,1.0,0.05,2025-11-19T18:41:00Z,1.0,0.05,2025-11-21,60000,0.01,0.05,0.01,2.0,0.05,2025-11-18T05:00:00Z,7.0,0.015714,,,,,,
BTC251219P00056000,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,17.46,21,E,14.55,21,Z,A,2025-11-19T19:11:01.202586624Z,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,2025-12-19,56000,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7,,,,,,
BTC260618C00059000,4.4,4.4,4.4,1.0,4.4,2025-11-04T05:00:00Z,2.0,4.4,2.72,489,A,1.37,224,A,A,2025-11-19T19:11:11.806935836Z,I,4.34,2.0,2025-11-04T20:36:59.470520755Z,A,4.4,4.4,4.4,1.0,4.4,2025-11-04T20:36:00Z,2.0,4.4,2026-06-18,59000,,,,,,,,,0.5616,0.2485,0.0188,0.0448,-0.0134,0.095
BTC260116C00052000,0.91,0.91,0.91,1.0,0.91,2025-11-14T05:00:00Z,1.0,0.91,0.97,286,A,0.18,29,B,A,2025-11-19T19:10:55.470542801Z,a,0.91,1.0,2025-11-14T16:23:45.204365483Z,X,0.91,0.91,0.91,1.0,0.91,2025-11-14T16:23:00Z,1.0,0.91,2026-01-16,52000,1.75,1.8,1.75,3.0,1.8,2025-11-11T05:00:00Z,11.0,1.795455,0.567,0.1395,0.0249,0.0078,-0.0176,0.0349
BTC260320C00063000,2.49,2.49,2.49,1.0,2.49,2025-10-17T04:00:00Z,10.0,2.49,1.03,141,B,0.08,443,A, ,2025-11-19T19:11:13.70778934Z,a,2.49,10.0,2025-10-17T14:14:40.519369582Z,X,2.49,2.49,2.49,1.0,2.49,2025-10-17T14:14:00Z,10.0,2.49,2026-03-20,63000,4.22,4.22,4.22,1.0,4.22,2025-10-10T04:00:00Z,8.0,4.22,0.5579,0.1042,0.0143,0.0118,-0.0098,0.0411
BTC270115P00029000,,,,,,,,,5.47,14,M,0.98,22,A,A,2025-11-19T19:11:16.595678076Z,,,,,,,,,,,,,,2027-01-15,29000,,,,,,,,,0.5439,-0.1876,0.0117,-0.1228,-0.0063,0.1142
BTC260116P00059000,,,,,,,,,20.27,6,U,17.9,27,Z, ,2025-11-19T19:00:27.013881175Z,,,,,,,,,,,,,,2026-01-16,59000,,,,,,,,,,,,,,
BTC251219P00025000,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.77,286,A,0.0,0,?, ,2025-11-19T19:00:27.012784188Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,2025-12-19,25000,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49,,,,,,
BTC251121C00039000,,,,,,,,,1.91,668,X,0.87,35,C, ,2025-11-19T19:11:13.70777578Z,,,,,,,,,,,,,,2025-11-21,39000,,,,,,,,,0.9948,0.5762,0.1348,0.0012,-0.2867,0.0114
BTC260618P00041000,,,,,,,,,6.81,18,U,5.38,664,X, ,2025-11-19T19:09:57.029055654Z,,,,,,,,,,,,,,2026-06-18,41000,,,,,,,,,0.4787,-0.4465,0.0275,-0.137,-0.011,0.1186
BTC251121C00056000,0.02,0.02,0.02,1.0,0.02,2025-11-17T05:00:00Z,8.0,0.02,0.77,375,X,0.0,0,?, ,2025-11-19T19:01:42.772010715Z,a,0.02,8.0,2025-11-17T20:03:36.027364382Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-17T20:03:00Z,8.0,0.02,2025-11-21,56000,0.19,0.35,0.15,3.0,0.35,2025-11-03T05:00:00Z,3.0,0.23,,,,,,
BTC260116P00048000,7.42,7.42,7.42,1.0,7.42,2025-11-17T05:00:00Z,5.0,7.42,9.27,23,U,7.55,46,A,A,2025-11-19T19:11:09.458501743Z,g,7.42,5.0,2025-11-17T15:47:43.895670218Z,C,7.42,7.42,7.42,1.0,7.42,2025-11-17T15:47:00Z,5.0,7.42,2026-01-16,48000,6.2,6.2,6.2,1.0,6.2,2025-11-14T05:00:00Z,2.0,6.2,0.3115,-0.9292,0.0277,-0.0716,-0.0009,0.0213
BTC251219P00034000,0.48,0.48,0.48,1.0,0.48,2025-11-19T05:00:00Z,1.0,0.48,0.82,22,E,0.38,23,U,A,2025-11-19T19:11:11.391394595Z,I,0.48,1.0,2025-11-19T14:36:55.11564247Z,Z,0.48,0.48,0.48,1.0,0.48,2025-11-19T14:36:00Z,1.0,0.48,2025-12-19,34000,0.37,0.37,0.37,1.0,0.37,2025-11-17T05:00:00Z,2.0,0.37,0.5815,-0.1603,0.0371,-0.0057,-0.026,0.0275
BTC270115C00037000,,,,,,,,,13.35,31,A,9.85,16,U,A,2025-11-19T19:10:45.98571031Z,,,,,,,,,,,,,,2027-01-15,37000,,,,,,,,,0.6033,0.686,0.0139,0.1787,-0.0122,0.1504
BTC260320C00064000,0.57,0.57,0.57,1.0,0.57,2025-11-17T05:00:00Z,3.0,0.57,0.98,141,B,0.27,14,E,A,2025-11-19T19:10:27.659653238Z,g,0.57,3.0,2025-11-17T20:30:16.144060425Z,C,0.57,0.57,0.57,1.0,0.57,2025-11-17T20:30:00Z,3.0,0.57,2026-03-20,64000,1.32,1.32,1.32,2.0,1.32,2025-11-04T05:00:00Z,3.0,1.32,0.5883,0.1108,0.0141,0.0124,-0.0108,0.0429
BTC270115P00069000,,,,,,,,,32.0,11,U,27.59,14,E,A,2025-11-19T19:10:19.040732409Z,,,,,,,,,,,,,,2027-01-15,69000,,,,,,,,,0.5407,-0.7265,0.0145,-0.6758,-0.0035,0.1411
BTC251219C00056000,0.15,0.15,0.15,1.0,0.15,2025-11-14T05:00:00Z,1.0,0.15,0.33,24,U,0.0,0,?,A,2025-11-19T19:09:05.743528359Z,a,0.15,1.0,2025-11-14T19:31:49.12435941Z,X,0.15,0.15,0.15,1.0,0.15,2025-11-14T19:31:00Z,1.0,0.15,2025-12-19,56000,0.05,0.05,0.05,1.0,0.05,2025-11-12T05:00:00Z,1.0,0.05,,,,,,
BTC280121P00025000,4.0,4.0,3.62,2.0,3.62,2025-11-19T05:00:00Z,2.0,3.81,6.44,6,P,1.78,23,E,A,2025-11-19T19:10:59.909184193Z,I,4.0,1.0,2025-11-19T17:37:58.158734966Z,P,4.0,4.0,4.0,1.0,4.0,2025-11-19T17:37:00Z,1.0,4.0,2028-01-21,25000,2.0,2.0,2.0,1.0,2.0,2025-09-23T04:00:00Z,1.0,2.0,0.5847,-0.1485,0.0068,-0.2166,-0.0041,0.1347
BTC260116C00060000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,10.0,0.42,0.73,551,A,0.12,49,B,A,2025-11-19T19:11:13.709548183Z,f,0.42,10.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,10.0,0.42,2026-01-16,60000,0.3,0.5,0.24,4.0,0.24,2025-11-18T05:00:00Z,11.0,0.361818,0.7055,0.0919,0.0149,0.0051,-0.0161,0.0259
BTC260320P00063000,,,,,,,,,24.58,33,X,21.87,27,Z, ,2025-11-19T19:00:27.013706219Z,,,,,,,,,,,,,,2026-03-20,63000,,,,,,,,,0.5336,-0.9082,0.0136,-0.1957,-0.0021,0.0374
BTC251219C00057000,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18,0.58,489,A,0.0,0,?,A,2025-11-19T19:09:05.397283199Z,a,0.18,1.0,2025-11-13T18:56:01.875362194Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-13T18:56:00Z,1.0,0.18,2025-12-19,57000,0.38,0.38,0.38,1.0,0.38,2025-11-11T05:00:00Z,4.0,0.38,,,,,,
BTC270115P00072000,,,,,,,,,35.91,13,E,30.88,13,E, ,2025-11-19T19:11:13.707635186Z,,,,,,,,,,,,,,2027-01-15,72000,,,,,,,,,0.6141,-0.6987,0.0134,-0.7047,-0.005,0.1477
BTC260116C00069000,1.0,1.0,1.0,1.0,1.0,2025-09-29T04:00:00Z,6.0,1.0,0.73,511,A,0.0,0,?,A,2025-11-19T19:09:05.419978004Z,I,1.02,6.0,2025-09-29T18:28:02.06726411Z,I,1.0,1.0,1.0,1.0,1.0,2025-09-29T18:28:00Z,6.0,1.0,2026-01-16,69000,,,,,,,,,,,,,,
BTC270115P00073000,,,,,,,,,35.46,13,E,31.52,13,E, ,2025-11-19T19:11:13.707635186Z,,,,,,,,,,,,,,2027-01-15,73000,,,,,,,,,0.5609,-0.7431,0.0136,-0.726,-0.0031,0.1367
BTC260320P00064000,,,,,,,,,25.69,36,C,23.71,31,B,A,2025-11-19T19:11:13.707757295Z,,,,,,,,,,,,,,2026-03-20,64000,,,,,,,,,0.6562,-0.8552,0.0153,-0.1937,-0.0079,0.0517
BTC260116P00040000,3.65,3.65,3.2,2.0,3.2,2025-11-19T05:00:00Z,11.0,3.240909,3.93,239,A,3.14,211,A,A,2025-11-19T19:11:19.252412847Z,f,3.65,1.0,2025-11-19T17:02:30.661974986Z,W,3.65,3.65,3.65,1.0,3.65,2025-11-19T17:02:00Z,1.0,3.65,2026-01-16,40000,2.6,3.2,2.55,16.0,3.0,2025-11-18T05:00:00Z,69.0,2.765942,0.5372,-0.472,0.0471,-0.0352,-0.0266,0.0626
BTC251121C00041000,0.28,0.75,0.27,12.0,0.65,2025-11-19T05:00:00Z,62.0,0.365,0.37,28,M,0.18,16,U, ,2025-11-19T19:11:13.708342355Z,g,0.28,1.0,2025-11-19T18:46:11.961061652Z,A,0.28,0.28,0.28,1.0,0.28,2025-11-19T18:46:00Z,1.0,0.28,2025-11-21,41000,1.02,1.12,0.65,12.0,0.95,2025-11-18T05:00:00Z,24.0,0.964583,0.699,0.2359,0.1509,0.0005,-0.1581,0.009
BTC260116P00058000,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,19.47,35,B,16.91,35,B,A,2025-11-19T19:01:04.834947236Z,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,2026-01-16,58000,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68,,,,,,
BTC260320C00065000,2.49,2.49,2.49,1.0,2.49,2025-10-23T04:00:00Z,10.0,2.49,0.73,13,M,0.47,1,J,A,2025-11-19T19:11:03.2299593Z,a,2.49,10.0,2025-10-23T14:51:15.650346992Z,B,2.49,2.49,2.49,1.0,2.49,2025-10-23T14:51:00Z,10.0,2.49,2026-03-20,65000,2.43,2.43,2.43,1.0,2.43,2025-10-22T04:00:00Z,2.0,2.43,0.5958,0.106,0.0135,0.0119,-0.0106,0.0416
